TimeStamps,AnkleAccelerometer,,,AnkleAngularVelocity,,,AnkleLuminosity,RightPocketAccelerometer,,,RightPocketAngularVelocity,,,RightPocketLuminosity,BeltAccelerometer,,,BeltAngularVelocity,,,BeltLuminosity,NeckAccelerometer,,,NeckAngularVelocity,,,NeckLuminosity,WristAccelerometer,,,WristAngularVelocity,,,WristLuminosity,BrainSensor,Infrared1,Infrared2,Infrared3,Infrared4,Infrared5,Infrared6,Subject,Activity,Trial
,x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),illuminance (lx),x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),illuminance (lx),x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),illuminance (lx),x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),illuminance (lx),x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),illuminance (lx),,,,,,,
2018-07-06T12:45:04.749021,-1.009,-0.099,0.208,-3.841,-12.988,-23.049,92.948,-1.005,-0.084,0.002,-3.293,-40.732,8.476,0.948,-0.19,-0.975,-0.336,30.061,-6.646,-8.476,3.43,-0.682,0.165,-0.727,4.207,13.78,4.024,17.003,-1.074,0.235,-0.067,13.72,43.232,93.78,227.502,285,1,0,1,1,1,1,7,3,1,7
2018-07-06T12:45:04.797152,-1.009,-0.099,0.208,-5.915,-10.732,-22.622,92.948,-1.005,-0.084,0.002,-4.085,-52.317,8.293,0.948,-0.204,-0.886,-0.327,33.902,-10.061,-7.195,3.43,-0.717,0.15,-0.777,5.793,10.305,3.476,17.003,-0.981,0.193,-0.105,9.146,35.976,82.134,227.502,356,1,0,1,1,1,1,7,3,1,7
2018-07-06T12:45:04.844277,-0.958,-0.09,0.217,-6.829,-7.439,-27.927,92.948,-0.918,-0.06,0.022,-6.524,-55.549,8.476,0.948,-0.158,-0.854,-0.263,34.268,-10.366,-2.622,3.43,-0.717,0.15,-0.777,6.524,6.402,1.037,17.003,-0.981,0.193,-0.105,7.195,27.866,65.976,227.502,-9,1,0,1,1,1,1,7,3,1,3
2018-07-06T12:45:04.892411,-0.985,-0.201,0.259,-8.171,-12.927,-37.927,92.948,-0.918,-0.06,0.022,-6.28,-56.463,10.732,0.948,-0.158,-0.854,-0.263,45.976,-6.951,-3.78,3.43,-0.645,0.123,-0.767,1.829,8.841,-3.293,17.003,-0.86,0.046,-0.224,14.573,42.134,25.976,227.502,-341,1,0,1,1,1,1,7,3,1,3
2018-07-06T12:45:04.938535,-0.985,-0.201,0.259,-3.293,-12.744,-38.415,92.948,-0.969,-0.12,0.146,1.585,-72.012,11.402,0.948,-0.155,-0.881,-0.281,53.171,-4.39,-10.183,3.43,-0.527,0.112,-0.738,-1.341,7.988,-5.549,17.003,-0.958,-0.028,-0.336,10.061,64.39,14.207,227.502,-339,1,0,1,1,1,1,7,3,1,3
2018-07-06T12:45:05.005720,-1.041,-0.388,0.347,6.646,-16.159,-37.256,198.841,-0.969,-0.095,0.162,-2.134,-96.707,4.39,0.948,-0.204,-0.634,-0.31,72.012,3.171,-19.573,5.333,-0.527,0.112,-0.738,-2.195,8.72,-4.512,17.003,-0.958,-0.028,-0.336,13.476,75.793,-8.902,227.502,73,1,0,1,1,1,1,7,3,1,3
2018-07-06T12:45:05.052845,-0.784,-0.773,0.372,75.305,-35.427,-74.39,198.841,-0.969,-0.095,0.162,-2.073,-133.781,7.134,0.948,-0.204,-0.634,-0.31,83.232,1.585,-21.768,5.333,-0.499,0.126,-0.767,-1.646,8.902,-2.561,17.003,-0.802,-0.041,-0.245,-42.805,72.988,-43.171,227.502,360,1,0,1,1,1,1,7,3,1,3
2018-07-06T12:45:05.093957,-0.784,-0.773,0.372,156.402,-39.756,-133.293,198.841,-0.293,-0.023,-0.043,29.878,-141.951,6.037,0.948,-0.165,-0.061,0.067,101.159,-17.866,-28.78,5.333,-0.35,0.096,-0.568,-2.561,5.061,-4.085,17.003,-0.211,0.037,-0.004,-22.805,68.476,-58.78,227.502,387,1,0,1,1,1,1,7,3,1,3
2018-07-06T12:45:05.142086,-0.693,-0.234,0.045,117.134,-53.963,-184.634,198.841,-0.004,0.128,0.226,-54.878,-128.842,-14.817,0.948,-0.165,-0.061,0.067,92.927,-50.427,-26.829,5.333,-0.35,0.096,-0.568,-15.122,6.22,-9.634,17.003,-0.211,0.037,-0.004,-4.512,82.5,-62.317,227.502,183,1,0,1,1,1,1,7,3,1,3
2018-07-06T12:45:05.189213,-0.693,-0.234,0.045,72.256,-79.878,-156.402,198.841,-0.004,0.128,0.226,-33.232,-76.524,5,0.948,0.036,-0.145,-0.063,66.585,-52.195,-29.695,5.333,-0.03,0.012,-0.18,-18.659,5.427,-11.402,17.003,-0.096,0.137,0.053,-4.756,98.841,-46.098,227.502,-186,1,0,1,1,1,1,7,3,1,3
2018-07-06T12:45:05.234835,-0.999,-0.52,0.86,132.744,-95.976,-133.232,198.841,-0.592,-0.303,0.335,-66.951,-127.195,2.744,0.948,0.036,-0.145,-0.063,57.622,-29.39,-29.329,5.333,-0.03,0.012,-0.18,-12.683,-6.159,-19.085,17.003,-0.096,0.137,0.053,-50.305,138.842,-31.159,227.502,-34,1,0,1,1,1,1,7,3,1,3
2018-07-06T12:45:05.292491,-1.357,-1.101,1.768,-94.451,-130.732,-171.281,198.841,-0.592,-0.303,0.335,-48.171,-224.634,-27.805,0.948,0.083,-0.314,0.027,116.037,-9.756,-29.207,5.333,-0.033,0.05,-0.25,-5.976,-13.659,-18.78,17.003,-0.351,0.187,-0.042,-0.305,131.646,-38.476,227.502,211,1,0,1,1,1,1,7,3,1,3
2018-07-06T12:45:05.334605,-1.357,-1.101,1.768,-47.927,-156.768,-191.89,198.841,-0.378,-0.063,0.607,74.329,-246.037,19.024,0.948,0.512,-0.402,0.929,120.488,3.537,-36.463,5.333,-0.072,0.047,-0.14,-3.841,-38.354,-19.024,17.003,0.392,0.866,-0.425,7.805,202.744,-18.415,227.502,-39,1,0,1,1,1,1,7,3,1,3
2018-07-06T12:45:05.375720,-1.34,-1.761,1.255,14.024,-219.085,-224.451,198.841,1.702,0.469,3.265,115.549,-337.256,40.793,0.948,0.512,-0.402,0.929,144.695,27.866,-38.232,5.333,-0.072,0.047,-0.14,-10.915,-102.683,-28.11,17.003,0.392,0.866,-0.425,196.768,175.549,45.488,227.502,-106,1,0,1,1,1,1,7,3,1,3
2018-07-06T12:45:05.421844,-1.34,-1.761,1.255,-59.939,-268.354,-221.829,198.841,1.702,0.469,3.265,19.573,-385.488,113.415,0.948,0.103,-4.408,4.762,234.024,122.561,6.098,5.333,-0.077,-0.082,-0.037,-4.146,-79.207,-13.598,17.003,2.418,2.439,-7.702,136.524,201.89,95.549,227.502,-326,1,0,1,1,1,1,7,3,1,3
2018-07-06T12:45:05.470980,1.315,-0.993,-0.021,-48.902,-380.854,-87.805,198.841,1.567,-0.225,3.789,-127.622,-142.683,188.476,0.948,0.103,-4.408,4.762,508.72,-92.5,-18.78,5.333,-0.077,-0.082,-0.037,66.89,-96.341,32.012,17.003,2.418,2.439,-7.702,100.61,435.915,281.098,227.502,-845,1,0,1,1,1,1,7,3,1,3
2018-07-06T12:45:05.516101,1.315,-0.993,-0.021,-296.768,312.805,-59.146,198.841,1.567,-0.225,3.789,57.073,-120,-108.842,0.948,-0.036,-0.82,0.707,377.561,34.39,-87.195,5.333,-2.752,0.006,-2.713,39.817,-117.927,15.793,17.003,-2.176,-0.55,-1.459,-118.537,370.305,-13.171,227.502,1000,1,0,1,1,1,1,7,3,1,3
2018-07-06T12:45:05.573258,-0.588,-1.345,0.81,318.963,-166.89,-65.305,198.841,-0.415,-0.543,-0.085,190.244,-103.598,-81.829,0.948,0.758,0.706,-0.698,423.963,-63.476,-81.707,5.333,-2.819,-0.102,1.959,36.768,-441.037,-3.963,17.003,-0.946,-1.252,2.59,14.756,436.951,78.293,227.502,929,1,0,1,1,1,1,7,3,1,3
2018-07-06T12:45:05.614368,-0.309,-0.056,0.303,14.024,-74.878,-189.634,198.841,0.21,0.27,-0.117,287.744,-57.195,10.549,0.948,0.758,0.706,-0.698,137.622,264.695,-58.232,5.333,-2.819,-0.102,1.959,-56.768,-550,32.195,17.003,-0.946,-1.252,2.59,-142.317,107.927,90.366,227.502,232,1,0,1,1,1,1,7,3,1,3
2018-07-06T12:45:05.656985,-0.309,-0.056,0.303,6.829,-108.537,-118.232,198.841,0.21,0.27,-0.117,196.281,-93.902,65.122,0.948,-0.61,0.994,0.223,164.207,66.829,4.329,5.333,0.515,-0.322,1.839,-49.695,-384.451,-8.841,17.003,1.404,0.158,0.906,-206.159,114.207,-88.537,227.502,-482,1,0,1,1,1,1,7,3,1,3
2018-07-06T12:45:05.703613,0.322,0.306,-0.142,69.512,-107.805,-75.549,198.841,0.822,0.319,0.342,-139.512,-116.342,13.963,0.948,-0.61,0.994,0.223,143.049,-63.476,-2.561,5.333,0.515,-0.322,1.839,0.61,-126.524,-39.085,17.003,1.404,0.158,0.906,5.244,21.28,-201.768,227.502,-137,1,0,1,1,1,1,7,3,1,3
2018-07-06T12:45:05.753749,0.322,0.306,-0.142,-5.976,-97.012,-73.963,198.841,0.822,0.319,0.342,-52.988,-92.744,11.951,0.948,0.146,0.598,0.829,-1.89,-53.415,-15.976,5.333,-0.569,-0.125,1.142,58.72,-28.72,-40.183,17.003,0.629,0.976,0.364,18.598,-83.354,-129.329,227.502,-222,1,0,1,1,1,1,7,3,1,3
2018-07-06T12:45:05.795864,0.644,0.396,-0.236,-92.5,-95.183,-74.817,198.841,0.83,0.1,0.243,25.122,-63.476,62.683,0.948,0.146,0.598,0.829,40.732,-40.61,-18.171,5.333,-0.569,-0.125,1.142,-5.549,-39.512,-32.012,17.003,0.629,0.976,0.364,4.39,-43.537,-86.585,227.502,29,1,0,1,1,1,1,7,3,1,3
2018-07-06T12:45:05.860040,0.704,0.216,-0.126,-61.646,-29.085,-40.122,198.841,0.749,-0.039,0.259,-7.134,-24.878,16.89,0.948,0.158,0.553,0.803,21.28,-22.256,1.402,5.333,-0.703,0.031,0.806,-9.085,-42.317,6.037,17.003,0.875,0.713,0.149,-77.988,-77.256,-66.829,227.502,149,1,0,1,1,1,1,7,3,1,3
2018-07-06T12:45:05.952289,0.806,0.356,-0.243,21.402,-8.72,-6.829,198.841,0.87,0.186,0.03,67.866,-64.695,50.061,0.948,-0.061,0.799,0.633,-16.524,10.61,-5.793,5.333,-0.422,-0.014,0.845,15.427,-46.463,-12.744,17.003,0.376,0.23,-0.242,-121.951,-134.207,-57.927,227.502,38,1,0,1,1,1,1,7,3,1,3
2018-07-06T12:45:06.032507,0.667,0.501,-0.347,-28.963,9.268,3.476,198.841,1.003,-0.126,0.146,-56.098,72.866,106.098,2.725,0.066,0.697,0.715,-58.902,8.841,9.512,5.333,-0.521,-0.103,1.175,-20.671,-6.098,11.646,393.884,0.232,0.468,-0.13,-46.159,-62.683,-194.878,242.55,28,1,0,0,0,0,0,7,3,1,3
2018-07-06T12:45:06.079637,0.667,0.501,-0.347,-43.78,29.878,22.805,198.841,1.003,-0.126,0.146,53.232,33.232,5.793,2.725,0.091,0.526,0.758,-82.317,7.012,9.39,5.333,-0.497,-0.047,0.89,1.524,-1.89,34.085,393.884,0.006,0.945,-0.198,-29.634,-90.122,-200.427,242.55,36,1,0,0,0,0,0,7,3,1,3
2018-07-06T12:45:06.127767,0.468,0.498,-0.26,-24.878,49.695,56.159,198.841,0.756,-0.13,0.283,-26.159,107.988,-21.159,2.725,0.079,0.607,0.927,-82.805,32.561,8.293,5.333,-0.384,-0.007,0.773,-4.634,-23.72,18.171,393.884,0.006,0.945,-0.198,-13.476,-38.902,-184.451,242.55,34,1,0,0,0,0,0,7,3,1,3
2018-07-06T12:45:06.174394,0.468,0.498,-0.26,-9.817,56.402,89.695,198.841,0.858,-0.006,0.509,-17.683,84.329,-38.902,2.725,0.079,0.607,0.927,-132.134,19.573,12.134,5.333,-0.384,-0.007,0.773,-20.122,-17.988,12.744,393.884,0.24,2.41,-0.346,-99.573,-13.902,-176.342,242.55,28,1,0,0,0,0,0,7,3,1,3
2018-07-06T12:45:06.221520,0.229,0.176,-0.279,-7.317,98.11,123.049,198.841,0.858,-0.006,0.509,-50.061,147.988,-44.878,2.725,0.031,0.274,1.104,-149.695,0.366,12.683,5.333,-0.367,-0.061,1.002,-7.561,-14.878,17.439,393.884,0.227,1.262,-0.191,-51.646,43.11,50.976,242.55,231,1,0,0,0,0,0,7,3,1,3
2018-07-06T12:45:06.276668,-0.262,0.022,-0.027,-12.561,123.049,138.659,198.841,0.898,-0.03,0.868,-94.512,168.537,-5.671,2.725,0.031,0.274,1.104,-131.463,16.585,11.463,5.333,-0.367,-0.061,1.002,31.768,-7.622,-7.317,393.884,0.227,1.262,-0.191,63.537,35.732,87.317,242.55,-137,1,0,0,0,0,0,7,3,1,3
2018-07-06T12:45:06.344349,-1.25,-1.086,1.329,-34.573,182.195,207.988,198.841,0.328,-0.106,0.92,78.902,221.768,-27.927,2.725,0.085,0.343,1.137,-109.024,14.695,6.037,5.333,-0.209,-0.067,1.069,-2.988,12.012,-0.366,393.884,0.103,0.403,-0.248,126.463,71.951,9.634,242.55,-442,1,0,0,0,0,0,7,3,1,3
2018-07-06T12:45:06.392479,-1.25,-1.086,1.329,230.488,224.512,224.024,198.841,0.328,-0.106,0.92,-57.622,221.829,-56.098,2.725,-0.166,-0.148,1.138,-199.146,18.537,7.439,5.333,-0.229,-0.028,0.924,13.415,18.72,-18.78,393.884,0.066,0.78,0.14,90.549,82.012,-25.549,242.55,106,1,0,0,0,0,0,7,3,1,3
2018-07-06T12:45:06.441108,-1.221,-3.525,5.939,432.988,161.707,128.293,198.841,-0.387,0.432,2.191,-36.768,81.951,5.854,2.725,-0.233,-1.5,0.982,-87.927,-53.415,5.854,5.333,-0.221,0.035,0.983,22.317,-28.354,-15.671,393.884,0.066,0.78,0.14,-1.646,100.488,-58.171,242.55,1137,1,0,0,0,0,0,7,3,1,11
2018-07-06T12:45:06.486730,-1.221,-3.525,5.939,-104.146,-23.72,24.085,198.841,-0.25,0.269,1.229,-38.902,-47.561,-25.427,2.725,-0.233,-1.5,0.982,45.793,17.561,20.854,5.333,-0.221,0.035,0.983,26.341,-24.695,-30.671,393.884,0.028,0.808,0.155,-164.634,80.366,-70.427,242.55,193,1,0,0,0,0,0,7,3,1,11
2018-07-06T12:45:06.531351,-0.063,-0.681,0.194,-294.268,-59.939,-92.073,198.841,-0.25,0.269,1.229,55.671,-97.927,-56.037,2.725,-0.056,0.2,0.615,143.902,-23.537,30.549,5.333,-0.618,0.028,0.728,-23.232,65.183,5.61,393.884,0.028,0.808,0.155,-32.378,36.159,-12.927,242.55,120,1,0,0,0,0,0,7,3,1,11
2018-07-06T12:45:06.578478,-0.063,-0.681,0.194,-458.659,-59.085,-156.098,198.841,-0.056,0.037,0.594,-5.671,-56.098,63.232,2.725,-0.056,0.2,0.615,50.488,-61.89,-6.585,5.333,-0.618,0.028,0.728,-31.098,110.061,10.61,393.884,-0.078,1.342,0.089,-39.207,30.488,-81.585,242.55,-2048,1,0,0,0,0,0,7,3,1,11
2018-07-06T12:45:06.626612,-0.05,0.379,-0.271,103.842,-25.305,13.171,198.841,-0.056,0.037,0.594,49.573,-41.28,42.622,2.725,0.49,-0.465,0.827,-95.793,-84.268,-30.488,5.333,-0.451,-0.044,-0.067,-45.488,22.561,2.439,393.884,0.19,1.549,0.107,-373.963,36.037,-82.195,242.55,-1214,1,0,0,0,0,0,7,3,1,11
2018-07-06T12:45:06.673738,-0.178,0.221,-0.064,150,-0.366,22.683,198.841,0.027,-0.529,0.498,-100.244,-4.329,-40.061,2.725,0.49,-0.465,0.827,-0.671,-12.561,6.159,5.333,-0.451,-0.044,-0.067,-0.488,-16.463,-26.829,393.884,0.19,1.549,0.107,-264.268,18.598,114.451,242.55,-529,1,0,0,0,0,0,7,3,1,11
2018-07-06T12:45:06.784036,-0.006,-0.002,0.157,14.878,47.622,77.988,198.841,0.146,0.322,1.124,-12.439,109.146,48.049,2.725,-0.004,-0.084,1.196,-55,7.622,26.22,5.333,-0.83,-0.121,1.786,11.159,-78.293,16.707,393.884,-0.015,0.632,0.062,261.281,-42.744,-9.024,242.55,1495,1,0,0,0,0,0,7,3,1,11
2018-07-06T12:45:06.833669,-0.564,-2.579,1.725,-18.598,206.098,135.427,198.841,-0.155,0.022,1.615,-22.866,57.378,52.195,2.725,-0.004,-0.084,1.196,-58.72,-17.805,17.073,5.333,-0.83,-0.121,1.786,41.098,14.878,2.439,393.884,-0.015,0.632,0.062,202.073,-20.427,-23.415,242.55,-1807,1,0,0,0,0,0,7,3,1,11
2018-07-06T12:45:06.876784,-0.564,-2.579,1.725,-103.902,122.5,103.354,198.841,-0.125,-0.341,1.399,-89.939,-82.5,-5.366,2.725,-0.111,-0.521,1.174,-41.22,-5.976,17.195,5.333,-0.596,-0.007,1.045,-27.988,4.451,11.463,393.884,0.122,0.759,-0.007,53.11,-15,-25.549,242.55,-835,1,0,0,0,0,0,7,3,1,11
2018-07-06T12:45:06.925414,-0.444,-1.749,0.639,-67.866,-61.951,-9.39,198.841,-0.125,-0.341,1.399,-99.207,-30.366,-44.695,2.725,0.321,-0.113,0.919,54.634,-66.463,-24.573,5.333,-0.005,-0.079,0.156,-39.024,-7.195,-9.756,393.884,0.122,0.759,-0.007,-86.22,-9.512,-25.976,242.55,-438,1,0,0,0,0,0,7,3,1,11
2018-07-06T12:45:06.970034,-0.444,-1.749,0.639,46.28,-143.659,-64.39,198.841,0.164,-0.149,0.46,-0.61,-6.22,-19.573,2.725,0.321,-0.113,0.919,-31.646,-28.232,-20,5.333,-0.005,-0.079,0.156,-10.61,-15.854,-26.768,393.884,0.238,1.166,-0.043,-143.11,2.561,-31.28,242.55,2047,1,0,0,0,0,0,7,3,1,11
2018-07-06T12:45:07.017184,0.155,0.146,-0.155,-131.342,-81.037,-77.256,164.355,0.164,-0.149,0.46,7.561,-24.024,15.122,2.725,0.164,-0.14,0.77,10.732,44.268,15.488,6.86,-0.181,-0.133,0.89,6.89,-21.098,-14.634,393.884,0.238,1.166,-0.043,-108.902,14.939,-42.927,242.55,-1661,0,0,0,0,0,0,7,3,1,11
2018-07-06T12:45:07.064310,-0.083,-0.414,0.259,57.927,38.171,-16.341,164.355,0.098,-0.093,0.755,54.39,-12.744,27.134,2.725,0.164,-0.14,0.77,57.622,22.927,19.268,6.86,-0.181,-0.133,0.89,21.341,-2.988,-0.793,393.884,0.136,1.193,0.152,23.11,27.744,-16.402,242.55,2047,0,0,0,0,0,0,7,3,1,11
2018-07-06T12:45:07.112945,-0.083,-0.414,0.259,109.756,11.28,7.134,164.355,-0.306,-0.2,1.496,39.634,51.585,6.646,2.725,0.01,-0.231,0.928,-64.817,0.183,10.671,6.86,-0.673,0.037,1.405,1.646,-5.671,35.488,393.884,-0.074,0.933,0.124,61.22,8.049,8.476,242.55,-1348,0,0,0,0,0,0,7,3,1,11
2018-07-06T12:45:07.236279,-0.331,-1.375,0.404,15.183,35.549,62.5,164.355,-0.073,-0.142,1.379,11.768,-58.293,-21.402,2.725,0.063,-0.033,0.824,28.963,-4.817,-12.317,6.86,-0.265,-0.058,0.533,-16.402,-7.744,10,393.884,0.001,0.973,0.138,-35,-16.341,7.134,242.55,1179,0,0,0,0,0,0,7,3,1,11
2018-07-06T12:45:07.345577,-0.191,-0.813,0.375,20.305,-13.841,-21.037,164.355,0.107,-0.02,0.774,-0.488,16.037,-7.317,2.725,0.063,-0.033,0.824,-27.866,5.793,-4.329,6.86,-0.401,-0.086,1.013,6.098,5.061,-11.463,393.884,0.088,0.936,0.062,42.439,-11.89,-0.915,242.55,678,0,0,0,0,0,0,7,3,1,11
2018-07-06T12:45:07.392204,-0.147,-0.76,0.415,37.866,-13.415,-14.939,164.355,0.107,-0.02,0.774,16.951,18.171,4.573,2.725,0.063,-0.033,0.824,-48.11,9.39,4.939,6.86,-0.431,-0.096,1.152,2.927,-5.122,-11.402,393.884,0.088,0.936,0.062,73.415,-9.451,-11.098,242.55,-2037,0,0,0,0,0,0,7,3,1,11
2018-07-06T12:45:07.442842,-0.147,-0.76,0.415,1.768,-7.439,-18.415,164.355,-0.102,-0.042,1.269,48.537,35.671,24.573,2.725,0.022,-0.422,0.973,-13.171,8.78,9.695,6.86,-0.431,-0.096,1.152,2.012,-10.488,9.024,393.884,0.067,1.029,0.022,72.073,-10.244,-13.78,242.55,-690,0,0,0,0,0,0,7,3,1,11
2018-07-06T12:45:07.485960,-0.144,-0.923,0.375,-24.695,-4.268,-13.72,164.355,-0.102,-0.042,1.269,38.293,3.841,22.988,2.725,0.002,-0.437,1.111,8.598,4.634,3.11,6.86,-0.285,-0.02,0.677,1.159,-7.927,19.634,393.884,0.067,1.029,0.022,29.207,-10.915,-6.829,242.55,-313,0,0,0,0,0,0,7,3,1,11
2018-07-06T12:45:07.532085,-0.144,-0.923,0.375,-19.207,1.524,5.671,164.355,-0.053,-0.147,1.324,-2.073,-42.622,-0.793,2.725,0.002,-0.437,1.111,20.732,-4.268,-8.841,6.86,-0.285,-0.02,0.677,5.793,-0.183,15.183,393.884,0.035,1.059,-0.039,-17.866,-8.902,-1.037,242.55,344,0,0,0,0,0,0,7,3,1,11
2018-07-06T12:45:07.579211,-0.189,-0.926,0.308,-25.061,8.841,15.854,164.355,0.105,-0.094,0.923,-14.512,-17.439,-20.488,2.725,0.12,-0.251,1.046,12.439,-9.146,-9.512,6.86,-0.372,0.015,0.782,7.012,0.549,8.415,393.884,0.035,1.059,-0.039,-25.305,-6.524,0.427,242.55,2047,0,0,0,0,0,0,7,3,1,11
2018-07-06T12:45:07.625339,-0.189,-0.926,0.308,-18.78,10.671,14.695,164.355,0.105,-0.094,0.923,-12.5,-1.22,-9.085,2.725,0.12,-0.251,1.046,-1.524,-5.305,-3.171,6.86,-0.372,0.015,0.782,6.159,-0.244,-0.061,393.884,0.019,0.889,-0.057,18.659,-5.061,-0.671,242.55,1235,0,0,0,0,0,0,7,3,1,11
2018-07-06T12:45:07.674471,-0.208,-0.976,0.357,7.805,0,-1.341,164.355,0.048,-0.089,0.972,-4.878,19.207,4.207,2.725,0.113,-0.269,0.937,-4.939,3.354,1.28,6.86,-0.459,-0.013,1.106,-5.305,0.305,-2.5,393.884,0.02,0.918,-0.084,33.232,-10.61,-1.951,242.55,-2048,0,0,0,0,0,0,7,3,1,11
